grid_id,lat,lon,total_vehicles,avg_speed,total_pce_volume,total_crawling,cluster
37.9819_23.7357,37.981865572847134,23.73569040519125,84,8.793364520654515,1708.5,555,2
37.9819_23.7358,37.9819070902418,23.73578662085137,196,16.041365016280498,16627.0,7651,2
37.9819_23.7359,37.98186650883978,23.7358595961326,159,20.80451099447514,1899.0,94,2
37.981_23.7306,37.98102962243252,23.73063303604955,37,11.482941382727239,7329.0,11365,2
37.981_23.7307,37.981011450510906,23.730724938739154,7135,13.417454521503917,313768.0,160581,0
37.981_23.7308,37.98100176773544,23.730784785387776,10793,19.126831627156125,437595.0,218447,0
37.981_23.7309,37.98096916048054,23.730926154675583,4270,7.527085816919855,94020.0,93658,2
37.981_23.731,37.98098554335244,23.730997770355692,3268,2.477717140857583,996852.0,980273,0
37.981_23.7311,37.98102320544019,23.731085244631117,3271,4.472756577658618,463844.5,337437,0
37.981_23.7312,37.98104471839407,23.73115718148259,652,11.492772424765604,5918.5,2792,2
37.981_23.7322,37.981020094286656,23.73222562660989,555,5.804040732689477,122844.5,115022,2
37.981_23.7323,37.980995851254264,23.73231864355344,11640,22.22540137061591,334807.5,149349,0
37.981_23.7324,37.98098923219821,23.732396294223626,13933,11.748048052597031,781223.0,470861,0
37.981_23.7325,37.9809948054275,23.732474738859104,1979,3.867872698405909,363956.5,271117,2
37.981_23.7326,37.980976728710736,23.732572521790242,3,7.651707223496634,128.0,14,2
37.981_23.7327,37.981001584615385,23.732727215384617,1,15.409320000000001,32.5,0,2
37.981_23.7333,37.98095729543512,23.733335023105905,2128,27.749497719923802,17825.5,212,2
37.981_23.7334,37.9809821109716,23.73340492596537,3545,26.12614065645558,136545.5,24161,2
37.981_23.7335,37.98102010737127,23.733496386450106,3564,22.2067813044576,165866.5,49748,2
37.981_23.7336,37.98103562777637,23.733579237618578,1169,11.246130180237703,191769.5,108721,2
37.981_23.7337,37.98103241786243,23.73366847848544,16,8.443179055407123,2249.5,2088,2
37.981_23.7338,37.98098340697674,23.733797976744185,1,9.58216976744186,43.0,0,2
37.981_23.7339,37.98102521082476,23.73391355343833,4,7.516611001844926,589.5,306,2
37.981_23.734,37.981023999973,23.733997222777294,4,6.032247757437573,12107.5,7933,2
37.981_23.7341,37.9810209669097,23.73405596634885,1,0.035084576556365675,891.5,1783,2
37.981_23.7344,37.98101494158655,23.73443531351123,7,6.894636013706715,969.0,1573,2
37.981_23.7345,37.981013012502785,23.73450914114887,227,15.393354140994939,44432.0,36019,2
37.981_23.7346,37.981002889276226,23.734598793678536,558,14.113582749892412,91150.0,72111,2
37.981_23.7347,37.981005345298186,23.734711480231145,6004,23.9322752973926,202028.0,30252,0
37.981_23.7348,37.98099263767409,23.734795286308206,6977,25.874609064246965,231693.0,46327,0
37.981_23.7349,37.98096283671418,23.734862355137004,1773,15.562235486931627,27924.0,14462,2
37.981_23.735,37.98096320894876,23.735031267043748,16,11.95568952753458,6825.5,3656,2
37.981_23.7351,37.98099283364698,23.735101322358346,184,17.756144692464733,3511.5,12,2
37.981_23.7352,37.98102526348416,23.735192033119873,386,20.373510641875598,11193.5,0,2
37.981_23.7353,37.98097124857954,23.735268920928032,170,28.1838631155303,1921.5,0,2
37.981_23.7354,37.98095455645161,23.73544100967742,2,8.069798387096775,67.0,62,2
37.981_23.7355,37.98097976478495,23.73549603629032,2,8.773690031362007,222.0,104,2
37.981_23.7356,37.981015466112666,23.735597470656487,3,10.133808891136503,224.0,23,2
37.981_23.7357,37.98104637916666,23.735658629166664,3,11.976628333333332,21.0,0,2
37.981_23.7362,37.98104362114894,23.73624529374468,94,31.61500834326241,335.0,0,2
37.981_23.7363,37.981001298497404,23.736289480341185,132,24.441554746424085,2123.0,69,2
37.981_23.7365,37.98096205453875,23.736537257269376,13,7.917994543665437,886.0,746,2
37.981_23.7366,37.98097634762263,23.736600024421847,22,19.387782657708286,861.0,74,2
37.981_23.7367,37.98102900142606,23.736673313062266,13,20.630692833060976,214.0,0,2
37.9821_23.7289,37.98213620833334,23.728878624999997,2,13.526125,12.0,0,1
37.9821_23.7296,37.982147499999996,23.729647999999997,1,15.84475,1.0,0,1
37.9821_23.7297,37.98214128876054,23.729740427597445,979,26.52623770245333,8841.0,9785,1
37.9821_23.7298,37.98210992262305,23.72981410785789,12452,31.135727216323822,256075.0,27292,0
37.9821_23.7299,37.98208554850703,23.729882466141042,10258,27.416315981108795,241876.0,44355,0
37.9821_23.73,37.98207283718443,23.730004323596418,90,8.822939114716457,11148.0,16403,1
37.9821_23.7301,37.98209876678032,23.73009459273853,69,11.335250390967516,12095.5,16770,1
37.9821_23.7302,37.98213643078827,23.7301842655139,65,12.116073616144272,10349.0,15493,1
37.9821_23.7303,37.9821455,23.730301833333332,1,15.876733333333334,3.0,0,1
37.9821_23.731,37.98207778625892,23.73103238174567,247,3.4928566018774,24625.0,19825,2
37.9821_23.7311,37.98211839690935,23.731109921487977,372,5.172257993078425,83909.0,74774,2
37.9821_23.7312,37.98214152146987,23.731210902011775,676,10.308586933407515,73570.0,69351,2
37.9821_23.7313,37.982127019448725,23.73132493706448,6306,35.77511200353105,67032.0,57472,0
37.9821_23.7314,37.98210708168566,23.731403666390314,14822,37.3486544062872,299438.0,4480,0
37.9821_23.7315,37.98208819370019,23.731491356838667,8115,19.339284933409147,294098.0,95019,0
37.9821_23.7316,37.982069131046224,23.731610650367905,3898,13.297545357478834,177913.5,42741,2
37.9821_23.7317,37.98210522650079,23.73169767448085,3971,14.850122354832724,300504.5,92503,0
37.9821_23.7318,37.982140097741215,23.731765317647124,3570,16.935453339440265,61486.0,20980,2
37.9821_23.7319,37.982141382440474,23.73186403690476,5,20.81955788690476,37.5,0,2
37.9821_23.7337,37.982130749163176,23.73373636437673,8,11.895621503202106,121.0,0,2
37.9821_23.7338,37.98211330346836,23.733827377965586,5207,9.460707831859391,341866.5,180500,0
37.9821_23.7339,37.98209112519318,23.733890894763608,7801,7.459563267486588,821316.5,554096,0
37.9821_23.734,37.98206080901075,23.733962513099502,1064,13.84520903045431,5875.5,3554,2
37.9821_23.7341,37.982062529677194,23.734123000758224,2474,5.781074363442816,129976.5,109707,2
37.9821_23.7342,37.98208795188604,23.734196993471954,3409,8.907289723470958,416773.0,263998,0
37.9821_23.7343,37.98212688293767,23.734285904907633,3458,13.641058669990192,205804.5,98065,2
37.9821_23.7344,37.98213858434075,23.734366499037044,245,15.112225300856526,3964.5,2753,2
37.9821_23.7345,37.98210253488372,23.734490465116277,1,20.79849069767442,21.5,0,2
37.9821_23.7346,37.98213239130435,23.734589391304347,1,20.288095652173915,11.5,0,2
37.9821_23.7352,37.98205727006958,23.735239053202868,41,21.33837373146336,1459.5,1145,2
37.9821_23.7353,37.9821139239346,23.73533674943363,1133,15.322861245178803,86490.0,77212,2
37.9821_23.7354,37.98210314104174,23.735406165943107,5625,17.062004645680286,273129.5,44841,0
37.9821_23.7355,37.98208995787422,23.735464370119082,3149,9.766461847195828,85947.0,36988,2
37.9821_23.7356,37.982140321932576,23.73557873753799,181,8.551798011158594,10781.0,6205,2
37.9821_23.7357,37.982103545347414,23.735676544576894,180,5.906709568055115,22230.5,14234,2
37.9821_23.7358,37.982063114790286,23.735764052980134,17,7.754044370860927,453.0,64,2
37.9822_23.7289,37.982224069096794,23.728907519029256,5,25.3808363581901,77.0,0,1
37.9822_23.7296,37.98224231162792,23.729639158780387,144,18.89021279716169,12382.5,23593,1
37.9822_23.7297,37.9822147357001,23.72971784575852,9715,35.130660820954624,177522.5,4480,0
37.9822_23.7298,37.98218846471916,23.729787659171457,11607,33.086358590318945,253326.5,17511,0
37.9822_23.7299,37.982153550566345,23.729856433906733,203,30.458691227195043,299.0,34,1
37.9822_23.7301,37.98216510132376,23.730121363258263,7,6.73096442456727,83.0,84,1
37.9822_23.7302,37.982166335888806,23.730219603886308,69,11.744588590167366,6855.5,11322,1
37.9822_23.7303,37.982191579118286,23.73029887875262,67,13.920321958604514,9769.5,8056,1
37.9822_23.7304,37.982233183123064,23.730382711662713,65,16.51308285111619,1348.0,291,1
37.9822_23.7305,37.982248363636366,23.730452363636367,1,2.5878636363636365,11.0,22,1
37.9822_23.731,37.98223498716475,23.731035703065135,5,17.702073505747126,26.0,0,2
37.9822_23.7311,37.98222894084193,23.73112089863125,90,15.291072939229522,1247.5,194,2
37.9822_23.7312,37.98217918542571,23.731223713209005,5019,16.942337263587497,94387.5,47466,2
37.9822_23.7313,37.98219385553958,23.731300687076946,14571,35.99853042897332,286105.0,22117,0
37.9822_23.7314,37.98219124489881,23.731388074948875,8281,25.93134190657862,229153.5,63147,0
37.9822_23.7315,37.982164861640065,23.731470146440774,107,12.31525501801146,28897.0,22602,2
37.9822_23.7316,37.9821517,23.73155095,2,9.248468333333333,6.5,0,2
37.9822_23.7317,37.982153475775604,23.731743044094607,199,18.47399426308069,1086.5,900,2
37.9822_23.7318,37.982171374930054,23.731810300657695,3821,17.59390900763144,197959.0,58190,2
37.9822_23.7319,37.982217770771726,23.731899153399162,3824,18.47124277667337,232554.0,65429,2
37.9822_23.732,37.98224435571258,23.7319609109121,2900,18.638246155192288,27653.5,9060,2
37.9822_23.7336,37.98223738147395,23.733642652666866,8,9.442853948539508,126.0,36,2
37.9822_23.7337,37.98222637291733,23.733713865748463,4010,9.751803139822039,202657.0,139326,2
37.9822_23.7338,37.98219525243771,23.733799454513655,7843,13.841144463127316,561213.0,232303,0
37.9822_23.7339,37.982162402177295,23.733861685112885,2545,8.842604534239756,82499.0,59860,2
37.9822_23.7341,37.9822063090418,23.734122724879725,212,10.85234824126908,13311.0,8312,2
37.9822_23.7342,37.98216967071977,23.734229030171264,490,20.00358110727802,23786.5,6542,2
37.9822_23.7343,37.9821656426393,23.734321789672858,3143,15.22500179870723,118848.0,61744,2
37.9822_23.7344,37.98219342830307,23.734398529553232,3280,16.930283623896365,280669.5,131600,2
37.9822_23.7345,37.98223230206892,23.734484614680632,3079,17.98878604358318,164514.5,88182,2
37.9822_23.7346,37.98223988958118,23.734566666285303,69,10.963781574657782,19699.0,19298,2
37.9822_23.7347,37.9821728556701,23.734697670103095,1,9.214457731958763,97.0,0,2
37.9822_23.7348,37.982221690909086,23.734788199999997,1,14.786154545454547,55.0,0,2
37.9822_23.7352,37.98224528079004,23.735246721527776,18,20.197397967171717,73.0,0,2
37.9822_23.7353,37.982209799894,23.735315945208214,3923,21.16470921184862,167063.0,12172,2
37.9822_23.7354,37.982169042496615,23.73536699354087,3195,19.940315050839352,47045.5,4193,2
37.9822_23.7355,37.98217244887656,23.73550644925892,2342,16.16268733852235,83695.5,10586,2
37.9822_23.7356,37.98220947045615,23.735595100913407,1718,16.592591954759584,105062.5,23773,2
37.9822_23.7357,37.98224070363726,23.735665393962517,928,17.13153639811454,16164.5,9414,2
37.9822_23.7358,37.98224752380953,23.73575661904762,1,6.0934,10.5,0,2
37.9823_23.7289,37.98230892516245,23.728932779408495,11,20.595095902864564,162.5,0,1
37.9823_23.729,37.98233233995995,23.728961098136622,12,18.708579903420684,83.0,0,1
37.9823_23.7295,37.982330984996594,23.72953311959885,14,13.118191640807067,203.5,42,1
37.9823_23.7296,37.98231895044791,23.729619100153123,8810,32.697911635308245,149212.5,22918,0
37.9823_23.7297,37.98229216321095,23.72969173328661,12657,36.223887257666746,254865.5,6290,0
37.9823_23.7298,37.98225718207753,23.72975520601,2780,34.07774577243232,9570.5,114,1
37.9823_23.7303,37.982256,23.7303463,1,6.82106,5.0,0,1
37.9823_23.7304,37.982262253143155,23.730433169562968,66,15.597416418167036,2199.0,2828,1
37.9823_23.7305,37.98229917544799,23.730503555265855,68,15.121114162418808,7999.5,12166,1
37.9823_23.7306,37.982336329301404,23.73057772745011,68,17.287275091337175,908.0,40,1
37.9823_23.7307,37.98233107462686,23.730679343283583,2,11.573264179104477,33.5,0,1
37.9823_23.7308,37.982348305555554,23.7308465,2,16.867199999999997,5.5,0,2
37.9823_23.7309,37.98233010508692,23.73091273458033,30,17.421555233699134,611.0,0,2
37.9823_23.731,37.98230875453956,23.73101456680628,75,19.39910918909663,1197.5,0,2
37.9823_23.7311,37.98232431221051,23.731125583195414,1988,40.415719918535665,8381.0,0,2
37.9823_23.7312,37.98230833147126,23.731211027556302,11408,46.30659976275121,177484.5,462,0
37.9823_23.7313,37.9822947721161,23.731292049231783,9471,30.02627784186991,225719.0,46003,0
37.9823_23.7314,37.98226937623183,23.731376675575618,336,8.671936683326066,93970.0,76192,2
37.9823_23.7315,37.98226059846548,23.73145537254902,3,8.3430547314578,30.5,23,2
37.9823_23.7319,37.98225486679888,23.731941357566576,702,22.67515715606181,2844.0,293,2
37.9823_23.732,37.98227570273805,23.732005949866494,3819,17.924034892478094,221101.0,66175,2
37.9823_23.7321,37.98232233215884,23.73209802655312,3827,16.524891822387396,244428.5,84990,2
37.9823_23.7322,37.982343548520724,23.732162085394783,1381,19.844522476760737,9845.0,2420,2
37.9823_23.7335,37.98233398143236,23.73354374476864,4,7.10531041556145,70.5,88,2
37.9823_23.7336,37.98232473990657,23.733631976750875,1994,15.774290048377676,72915.0,72822,2
37.9823_23.7337,37.98229906401043,23.733701983051827,7849,19.52023579752062,387799.0,99671,0
37.9823_23.7338,37.98227385529736,23.733769364770684,3611,16.67721722172583,113816.5,48859,2
37.9823_23.7339,37.982258214285714,23.733856214285712,1,12.7256,7.0,0,2
37.9823_23.734,37.982336186116704,23.73403649144869,103,16.51219175050302,1796.5,317,2
37.9823_23.7341,37.9822960511806,23.734108185244363,387,9.26953769053235,39188.0,20520,2
37.9823_23.7342,37.982266188973945,23.73418590122237,163,3.914228003457217,12654.5,12819,2
37.9823_23.7344,37.98226133591963,23.734442953776153,194,14.980040937118254,4622.0,1521,2
37.9823_23.7345,37.98227739608451,23.734519244962875,3195,17.424166711711013,125977.5,75809,2
37.9823_23.7346,37.982294169368814,23.7346001299483,3282,19.51965913180458,226323.0,101884,2
37.9823_23.7347,37.9823297233052,23.73468634179165,3088,17.328996252913182,180008.0,115054,2
37.9823_23.7348,37.982339671103205,23.734772333277768,69,11.165652242400153,48902.0,48807,2
37.9823_23.7349,37.982319637722334,23.734869542613637,4,12.555608796525034,76.0,0,2
37.9823_23.735,37.9823315,23.734951000000002,1,24.80005,2.0,0,2
37.9823_23.7351,37.982324272727276,23.73513754545455,1,8.206677272727273,55.0,0,2
37.9823_23.7352,37.98232144678595,23.735225646991452,3919,18.395044141396202,141102.0,26304,2
37.9823_23.7353,37.982281121539074,23.735274423223913,3898,17.720729764424462,151506.5,37493,2
37.9823_23.7354,37.98233620663265,23.735441262755103,41,18.959704846938777,373.0,19,2
37.9823_23.7355,37.9823005871177,23.73550701305221,281,17.287155043249925,12567.0,602,2
37.9823_23.7356,37.982255549087945,23.735638983236214,363,21.758259171075455,10637.5,10797,2
37.9823_23.7357,37.98227547396745,23.73570825570239,1115,19.881864562615824,41986.5,3641,2
37.9823_23.7358,37.982311640796446,23.73578891993178,944,18.181163025944446,40096.0,10050,2
37.9823_23.7359,37.982342308924125,23.735864639465593,370,22.316271597617437,3105.0,17,2
37.9823_23.736,37.9823485,23.735953785714287,2,25.638128571428574,4.5,0,2
37.9824_23.7289,37.982382680270106,23.728933657184843,7,16.894752389517684,63.0,20,1
37.9824_23.729,37.9824091094238,23.728982662778677,30,14.747872812104111,1326.5,47,1
37.9824_23.7294,37.98243347011553,23.729430873305592,3,12.826537238332188,55.0,0,1
37.9824_23.7295,37.982419477369426,23.72952597836666,7804,31.772684958280376,108279.5,24878,0
37.9824_23.7296,37.982396301910796,23.729594700095852,12845,37.190373256260465,276216.0,3957,0
37.9824_23.7297,37.98236272429147,23.72966103849685,3789,35.539435316258775,24474.5,377,1
37.9824_23.7305,37.982352142857145,23.73054657142857,1,7.451828571428572,3.5,0,1
37.9824_23.7306,37.98236692325735,23.730621959194142,73,16.18016183398876,1185.0,77,1
37.9824_23.7307,37.98240008277992,23.730703808840804,87,8.671003803047135,19408.0,32624,1
37.9824_23.7308,37.98241352604442,23.730794424714247,85,10.353814798393016,3457.5,640,1
37.9824_23.7309,37.98240101794075,23.730891660980564,66,14.415316126712309,1349.0,3,2
37.9824_23.731,37.98241726123372,23.731017730484467,1094,31.436404857449144,3601.0,169,2
37.9824_23.7311,37.98241285677256,23.731114109083947,10750,47.56377197338264,141614.0,432,0
37.9824_23.7312,37.982399562906245,23.731196846560543,11056,30.515496594460178,294084.0,71618,0
37.9824_23.7313,37.982372241130456,23.731268487412855,1530,13.409614688137315,94695.5,78627,2
37.9824_23.7314,37.98236406422352,23.73135886175617,2,8.111634470246734,39.5,0,2
37.9824_23.7321,37.982354992775264,23.732140686189894,2155,18.566829398879477,16205.5,3996,2
37.9824_23.7322,37.982380159554836,23.732203513226356,3855,16.03816912822979,261208.0,81839,0
37.9824_23.7323,37.982423159680806,23.73229432150253,3952,15.57333916924846,265448.5,90114,0
37.9824_23.7324,37.982441530411435,23.732367982767254,1603,15.773139855107246,32485.0,14579,2
37.9824_23.7325,37.98244116682692,23.73246858798077,44,20.14182278846154,923.0,0,2
37.9824_23.7326,37.982438234227615,23.73262416258725,8,4.657865666504896,20059.0,20015,2
37.9824_23.7327,37.982413401705884,23.732702489684325,28,1.9859812358698745,140347.5,129445,2
37.9824_23.7328,37.98242344417929,23.732811233658325,19,2.880039932000806,113457.5,112529,2
37.9824_23.7329,37.982426266759546,23.732883719493522,4,0.3905734255125285,24567.0,24495,2
37.9824_23.7334,37.982449,23.7334495,1,7.37415,2.0,0,2
37.9824_23.7335,37.9824398173354,23.73354065529775,1002,19.264763396713757,19299.5,12377,2
37.9824_23.7336,37.98240839492615,23.73360908936928,7831,23.990873318471714,273792.0,27236,0
37.9824_23.7337,37.98238151859624,23.733675211806123,5836,21.77185161710099,123051.5,35691,2
37.9824_23.7338,37.98235925806451,23.733757215053764,2,16.5666688172043,17.0,0,2
37.9824_23.7339,37.98244130487193,23.73393667252637,65,4.426199648417881,1889.5,1648,2
37.9824_23.734,37.982397385864374,23.733994643213414,384,11.896555343308926,27709.0,13669,2
37.9824_23.7341,37.98237138601619,23.734071808790468,279,12.892042299910072,8650.0,3525,2
37.9824_23.7344,37.98241548557324,23.73443651010204,11,2.195314220342123,44414.0,44095,2
37.9824_23.7345,37.98237787281062,23.73448305182126,16,2.538765808579458,64212.5,63866,2
37.9824_23.7346,37.982362143092494,23.734602881805085,205,6.636493694601923,106575.0,84844,2
37.9824_23.7347,37.98236543437577,23.734722610041935,3199,22.461967064054964,112842.5,57554,2
37.9824_23.7348,37.98239883580368,23.734797469106233,3276,21.710093828848446,191736.5,62490,2
37.9824_23.7349,37.98242613284225,23.73489202231081,3090,11.962900351852149,187359.5,132943,2
37.9824_23.735,37.982441237036326,23.734974213586334,65,12.360452209187459,1277.0,586,2
37.9824_23.7351,37.9824318274278,23.735130391655208,3814,8.640001813819223,167065.0,104763,2
37.9824_23.7352,37.982394158861204,23.735181377132346,4014,10.454316636897886,332830.0,154774,0
37.9824_23.7353,37.98237537589713,23.73527889055024,6,16.86213370215311,27.0,0,2
37.9824_23.7354,37.98240889788696,23.73541307588217,191,18.828367419589885,9663.0,505,2
37.9824_23.7355,37.98237169775739,23.735461277268094,120,14.463929153924566,1925.0,467,2
37.9824_23.7356,37.98236634335129,23.73561894272753,113,16.20243561100085,3431.5,87,2
37.9824_23.7357,37.98240098454028,23.735698368592352,90,14.287934194467047,4801.5,560,2
37.9824_23.7358,37.98235979261432,23.735836321263697,197,27.1437931330977,1698.0,12,2
37.9824_23.7359,37.982369418051405,23.735897105809226,452,25.43899688789027,11838.5,0,2
37.9824_23.736,37.982411147772844,23.73598286949688,301,28.173092863921315,8900.5,0,2
37.9824_23.7361,37.98244319599185,23.736064916558536,89,32.732812376875735,1215.0,0,2
37.9825_23.7287,37.98254458188719,23.728732757205464,111,19.42649686195268,688.0,0,1
37.9825_23.7288,37.98253186381961,23.728805764595734,163,16.01589289295321,4459.5,659,1
37.9825_23.7289,37.982506847043645,23.728914428448615,223,8.859976163806719,14960.5,14271,1
37.9825_23.729,37.982518527842984,23.728988070776087,310,8.262045939273936,33627.5,20472,1
37.9825_23.7291,37.98251366586538,23.72905657636218,4,15.065354483173076,74.0,0,1
37.9825_23.7293,37.98254341139838,23.72934401670533,7,11.784119582207737,57.0,0,1
37.9825_23.7294,37.98252744162215,23.729429756134937,5575,32.308593583983246,53721.0,5678,1
37.9825_23.7295,37.98250050245046,23.729498852713654,12872,37.0525992531605,288906.0,1846,0
37.9825_23.7296,37.98246929246612,23.72956587587118,4807,36.23527871854408,44232.5,10,1
37.9825_23.7308,37.98246566418324,23.730825054062322,29,11.011386500118824,648.0,86,1
37.9825_23.7309,37.9825066042058,23.73091098397063,96,9.747883038669697,8717.5,12892,1
37.9825_23.731,37.98251488483783,23.73101793474264,10056,47.0427321493699,112623.0,3173,0
37.9825_23.7311,37.98249821866635,23.731097270675743,11724,34.655503273607316,301356.5,34198,0
37.9825_23.7312,37.982477712179374,23.73117535695493,2306,12.221954360496285,160856.0,131900,2
37.9825_23.7313,37.98245263636364,23.731254045454545,1,2.9567636363636365,11.0,22,2
37.9825_23.7322,37.982508603057966,23.73222390516017,310,13.69618218756376,19754.0,12209,2
37.9825_23.7323,37.982459851952484,23.732310643191404,2229,14.31743256574046,29378.0,8579,2
37.9825_23.7324,37.982477357987065,23.732403365779053,3909,14.615460039170525,322423.0,134312,0
37.9825_23.7325,37.982515720992225,23.73249572064157,3919,15.606634428153622,321449.5,144808,0
37.9825_23.7326,37.98252198233733,23.732591050942034,2216,12.079361287094525,178719.0,135837,2
37.9825_23.7327,37.98250647577498,23.732693651712843,188,2.9868219712497526,133103.0,124047,2
37.9825_23.7328,37.98249663785396,23.732780262246948,47,3.9755366278900293,132008.5,129915,2
37.9825_23.7329,37.9824571578705,23.732867117150228,2,0.876254347425624,11092.0,11009,2
37.9825_23.733,37.982524788422474,23.733017461746787,1,0.06133046716316858,5908.0,5908,2
37.9825_23.7331,37.98254107836828,23.733124942080135,1,0.01072821258044426,9634.0,9634,2
37.9825_23.7333,37.98252693939394,23.733315575757576,1,17.703975757575755,16.5,0,2
37.9825_23.7334,37.982534914674964,23.733439969926913,55,9.858573864887626,4358.5,4124,2
37.9825_23.7335,37.98251094289861,23.733512551977785,7931,22.301224743922592,247834.5,57972,0
37.9825_23.7336,37.98248528397979,23.733582600600492,7094,24.439941094551614,185742.0,14589,0
37.9825_23.7337,37.98247760886845,23.73369819082304,380,8.247963955881643,42152.0,40293,2
37.9825_23.7338,37.982525983225386,23.733795729519368,348,11.80661679741188,44177.0,41645,2
37.9825_23.7339,37.98253950771469,23.733875023186,402,7.45654704778324,38771.0,34141,2
37.9825_23.734,37.982480287927615,23.73397529821517,311,22.658490406544374,7615.5,525,2
37.9825_23.7344,37.98247336343113,23.734398629138486,5,0.014838657284718167,66677.0,66657,2
37.9825_23.7347,37.982453023809526,23.734745904761905,18,30.699180952380953,32.0,0,2
37.9825_23.7348,37.982456923302884,23.73483819927452,208,23.332293303339977,4380.5,46,2
37.9825_23.7349,37.98246630315538,23.73492042164153,3244,22.377382207025356,88772.0,25770,2
37.9825_23.735,37.982497803823875,23.73500420009716,5182,19.461795250373857,202054.0,62979,2
37.9825_23.7351,37.98249475346416,23.73509861536938,6530,15.761591447163513,306327.0,92995,0
37.9825_23.7352,37.98247952642796,23.735158790086576,336,4.350873058932914,14746.0,15908,2
37.9825_23.7353,37.982537330695,23.735274103603317,195,25.22750178962844,11187.0,3488,2
37.9825_23.7354,37.98249108181818,23.73536432603816,186,10.128365353535354,9220.0,4046,2
37.9825_23.7357,37.982454789473685,23.735741631578946,2,14.88603157894737,12.5,0,2
37.9825_23.7358,37.98246919565217,23.735811340188015,53,17.283112103407756,1812.5,47,2
37.9825_23.7359,37.982506459887006,23.73588845141243,36,15.349465141242938,2525.5,435,2
37.9825_23.736,37.98246996023407,23.736022151424716,121,28.188972751129686,921.0,0,2
37.9825_23.7361,37.98247083097407,23.736098500704703,177,28.20859831277438,6001.5,97,2
37.9825_23.7362,37.98249888556941,23.7361710821265,134,32.43274790624205,2356.0,0,2
37.9826_23.7284,37.98259704237288,23.728435559322033,12,18.530924576271186,59.0,0,1
37.9826_23.7285,37.98259249791351,23.728518679325607,16,13.974223257296758,285.0,45,1
37.9826_23.7286,37.982579658428605,23.728618018048646,23,17.11965205731409,370.5,0,1
37.9826_23.7287,37.982557386973674,23.728702909809716,89,17.48703220887709,990.0,0,1
37.9826_23.7288,37.98255161479385,23.728764584737434,19,15.08449569912202,2943.5,5739,1
37.9826_23.7289,37.98264645454546,23.728945545454543,1,6.194590909090909,5.5,0,1
37.9826_23.729,37.982596925829704,23.729014383548616,318,11.574478040000244,14909.5,4646,1
37.9826_23.7291,37.98262665250453,23.72907046225662,72,10.015534614873394,64675.5,96881,1
37.9826_23.7292,37.982644974185305,23.729236056172763,10,13.601410346366597,61.5,0,1
37.9826_23.7293,37.98263216781378,23.72933040559447,3095,24.794536570911784,43056.5,26456,1
37.9826_23.7294,37.98260378819467,23.729403712975504,12876,34.65153169376112,323751.5,11772,0
37.9826_23.7295,37.98257405571245,23.729471122789892,6616,34.27841522307123,70376.0,583,0
37.9826_23.7296,37.98255233333333,23.729554333333336,1,35.66533333333333,3.0,0,1
37.9826_23.7308,37.98262268081504,23.730827284197662,27,15.978081738827731,605.0,112,1
37.9826_23.7309,37.98261887835382,23.730921877933692,7599,47.39583216239368,81737.5,279,0
37.9826_23.731,37.982600845442526,23.731000754156927,13061,35.42292160144078,317868.5,32452,0
37.9826_23.7311,37.982581416295794,23.731078346545267,2860,13.716742214115026,181197.0,63255,2
37.9826_23.732,37.98262491176471,23.732041970588234,1,4.084988235294118,17.0,34,2
37.9826_23.7321,37.982627365208785,23.73213009815023,273,20.499215776614648,5880.5,29,2
37.9826_23.7322,37.98257822677934,23.732173688573496,281,18.50613585235621,8483.0,472,2
37.9826_23.7324,37.98255810526316,23.732427885964913,2,27.59107543859649,18.5,0,2
37.9826_23.7325,37.98255869625321,23.732538526232258,1412,15.207581941430991,53298.5,68689,2
37.9826_23.7326,37.982579393775026,23.732606457511036,3589,14.378523252751382,334918.0,202836,0
37.9826_23.7327,37.98261385842591,23.732701138406124,3617,12.420207505010735,423047.0,244636,0
37.9826_23.7328,37.98262852247728,23.73276817596213,2001,10.600277763507629,90870.5,56538,2
37.9826_23.7329,37.98262961637931,23.732887100985224,179,25.923344057881774,3160.0,17,2
37.9826_23.733,37.98260819827792,23.733017942358284,41,5.618773475245156,4062.5,3152,2
37.9826_23.7331,37.98263609093078,23.733108959188545,10,1.0096647016706444,4176.0,3939,2
37.9826_23.7332,37.98260637837838,23.733191335380837,2,12.602083734643733,73.5,0,2
37.9826_23.7333,37.98263058418178,23.733322909676883,9,16.990045794301608,104.5,0,2
37.9826_23.7334,37.98261479207313,23.733422703612185,5883,23.961042587300483,156121.0,53464,0
37.9826_23.7335,37.98258899684173,23.73348827511523,8120,28.10486522549605,225440.0,10184,0
37.9826_23.7336,37.982556152419356,23.73355565219647,157,21.78988562812516,364.5,32,2
37.9826_23.7337,37.982609499999995,23.733746,1,16.513275,2.0,0,2
37.9826_23.7338,37.98255887139075,23.733838443090512,700,18.16239900666953,11093.0,1031,2
37.9826_23.7339,37.98258105510007,23.733902182095097,744,12.863796145622237,78805.5,56109,2
37.9826_23.734,37.98262832993811,23.733983298283654,356,18.899424079592663,14999.5,7422,2
37.9826_23.7341,37.98264368367347,23.734063336734692,3,11.406148979591837,44.5,0,2
37.9826_23.7345,37.982644757086646,23.734540947790304,4,0.03829219699170103,34101.0,34088,2
37.9826_23.7346,37.98264399230245,23.734550996784566,2,0.00504568839520608,10263.0,10263,2
